"UNIVERSIDAD POLITECNICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","ARQUITECTURA","ARQUITECTURA- SEMIPRESENCIAL","66","72","138"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","ARQUITECTURA","ARQUITECTURA","171","231","402"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","SANTA ANA","SANTA ANA","CURSO FORMACIÓN","CURSO DE FORMACION PEDAGOGICA PARA PROFESIONALES","0","0","0"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","CURSO FORMACIÓN","CURSO DE FORMACION PEDAGOGICA PARA PROFESIONALES","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","CURSO FORMACIÓN","CURSO DE FORMACIÓN PEDAGÓGICA","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","CHALATENANGO","CHALATENANGO","CURSO FORMACIÓN","CURSO DE FORMACIÓN PEDAGÓGICA","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","SAN MIGUEL","SAN MIGUEL","CURSO FORMACIÓN","CURSO DE FORMACIÓN PEDAGÓGICA","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","CURSO FORMACIÓN","CURSO DE FORMACIÓN PEDAGÓGICA","0","0","0"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","DOCTORADO POS","DOCTORADO EN EDUCACIÓN","6","3","9"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","DOCTORADO POS","DOCTORADO EN CIENCIAS SOCIALES- SEMIPRESENCIAL","10","3","13"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","DOCTORADO POS","DOCTORADO EN FILOSOFÍA LATINOAMERICANA","0","1","1"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","DOCTORADO POS","DOCTORADO EN CIENCIAS FÍSICAS","0","3","3"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","SAN VICENTE","SAN VICENTE","DOCTORADO POS","DOCTORADO EN EDUCACIÓN CON ESPECIALIDAD EN CULTURA DE PAZ Y DERECHOS HUMANOS","0","1","1"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","DOCTORADO POS","DOCTORADO EN CIENCIAS SOCIALES","10","3","13"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","DOCTORADO POS","DOCTORADO EN EDUCACIÓN","15","35","50"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","DOCTORADO POS","DOCTORADO EN TEOLOGÍA","4","11","15"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","DOCTORADO POS","DOCTORADO EN DERECHO PRIVADO","0","0","0"
"UNIVERSIDAD AUTONOMA DE SANTA ANA","PRIVADO","SANTA ANA","SANTA ANA","DOCTORADO PRE","DOCTORADO EN CIRUGIA DENTAL","215","90","305"
"UNIVERSIDAD AUTONOMA DE SANTA ANA","PRIVADO","SANTA ANA","SANTA ANA","DOCTORADO PRE","DOCTORADO EN MEDICINA","425","217","642"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","DOCTORADO PRE","DOCTORADO EN MEDICINA","145","74","219"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","DOCTORADO PRE","DOCTORADO EN MEDICINA","533","258","791"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN MEDICINA","1870","1080","2950"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN CIRUGIA DENTAL","436","169","605"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","SANTA ANA","SANTA ANA","DOCTORADO PRE","DOCTORADO EN MEDICINA","546","407","953"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","DOCTORADO PRE","DOCTORADO EN MEDICINA","980","716","1696"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","DOCTORADO PRE","DOCTORADO EN CIRUGÍA DENTAL","64","31","95"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","DOCTORADO PRE","DOCTORADO EN MEDICINA","282","157","439"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","DOCTORADO PRE","DOCTORADO EN MEDICINA","319","219","538"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN MEDICINA","1367","672","2039"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN CIRUGIA DENTAL","385","146","531"
"UNIVERSIDAD NUEVA SAN SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN CIRUGIA DENTAL","87","35","122"
"UNIVERSIDAD NUEVA SAN SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN MEDICINA","419","226","645"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN CIRUGIA DENTAL","576","191","767"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN MEDICINA","1828","859","2687"
"SEDE CENTRAL I.E. HOSPITAL EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD EN MEDICINA DE EMERGENCIAS","2","3","5"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD  MÉDICA EN MEDICINA DEL TRABAJO","4","4","8"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD EN MEDICINA MATERNO FETAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN ANATOMÍA PATOLÓGICA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MEDICA EN ANESTESIOLOGIA","6","8","14"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN CIRUGÍA GENERAL","2","5","7"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN CIRUGÍA PLÁSTICA, ESTÉTICA Y RECONSTRUCTIVA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN ENDOCRINOLOGÍA, DIABETES Y METABOLISMO","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN GINECOLOGÍA Y OBSTETRICIA","49","5","54"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN MEDICINA FAMILIAR","23","14","37"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN MEDICINA LEGAL","4","2","6"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN MEDICINA NEONATAL","1","0","1"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN MEDICINA PEDIÁTRICA","20","16","36"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN ORTOPEDIA Y TRAUMATOLOGÍA","0","2","2"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN PSIQUIATRÍA Y SALUD MENTAL","9","11","20"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN RADIOLOGÍA E IMÁGENES","1","0","1"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD EN CIRUGÍA ORAL Y MAXILOFACIAL","3","4","7"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","SANTA ANA","SANTA ANA","ESPECIALISTA","ESPECIALIDAD MÉDICA EN CIRUGÍA GENERAL","9","9","18"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","SANTA ANA","SANTA ANA","ESPECIALISTA","ESPECIALIDAD MÉDICA EN GINECOLOGÍA Y OBSTETRICIA","14","5","19"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","SANTA ANA","SANTA ANA","ESPECIALISTA","ESPECIALIDAD MÉDICA EN MEDICINA INTERNA","10","13","23"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","SANTA ANA","SANTA ANA","ESPECIALISTA","ESPECIALIDAD MÉDICA EN MEDICINA PEDIÁTRICA","12","10","22"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","ESPECIALISTA","ESPECIALIDAD MÉDICA EN CIRUGÍA GENERAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","ESPECIALISTA","ESPECIALIDAD MÉDICA EN GINECOLOGÍA Y OBSTETRICIA","6","3","9"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","ESPECIALISTA","ESPECIALIDAD MÉDICA EN MEDICINA INTERNA","2","5","7"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","ESPECIALISTA","ESPECIALIDAD MÉDICA EN MEDICINA PEDIÁTRICA","3","4","7"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN CIRUGIA GENERAL","3","25","28"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN CIRUGÍA LAPAROSCÓPICA AVANZADA","2","10","12"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN COLOPROCTOLOGÍA","1","1","2"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN CUIDADOS CRÍTICOS ADULTOS","3","6","9"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN EPIDEMIOLOGÍA E INVESTIGACIÓN EN SALUD","9","18","27"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN GINECOLOGIA Y OBSTETRICIA","17","42","59"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN MEDICINA CRÍTICA PEDIÁTRICA","3","5","8"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN MEDICINA INTERNA","6","66","72"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN MEDICINA PALIATIVA","0","4","4"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN OBSTETRICIA CRÍTICA","1","3","4"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN OTORRINOLARINGOLOGÍA","1","0","1"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN PEDIATRIA","11","35","46"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD EN CIRUGIA GENERAL","16","26","42"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD EN DERMATOLOGÍA","8","6","14"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD EN MEDICINA INTERNA","26","16","42"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD EN ENDODONCIA","8","2","10"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MEDICA EN CIRUGIA GENERAL","10","18","28"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN GINECOLOGÍA Y OBSTETRICIA","9","4","13"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN MEDICINA DE EMERGENCIAS","9","14","23"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MEDICA EN MEDICINA INTERNA","12","14","26"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN PEDIATRÍA","7","6","13"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN SALUD FAMILIAR Y COMUNITARIA","6","4","10"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","LA LIBERTAD","SANTA TECLA","INGENIERÍA","INGENIERÍA ELECTRÓNICA","9","115","124"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","LA LIBERTAD","SANTA TECLA","INGENIERÍA","INGENIERIA EN DESARROLLO DE SOFTWARE","39","237","276"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","LA LIBERTAD","SANTA TECLA","INGENIERÍA","INGENIERIA MECATRONICA","33","251","284"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL LA UNION","PÚBLICO","LA UNIÓN","LA UNIÓN","INGENIERÍA","INGENIERIA EN LOGISTICA Y ADUANAS","277","199","476"
"INSTITUTO ESPECIALIZADO ESCUELA SUPERIOR DE ECONOMIA Y NEGOCIOS","PRIVADO","LA LIBERTAD","COMASAGUA","INGENIERÍA","INGENIERÍA DE SOFTWARE Y NEGOCIOS DIGITALES","18","22","40"
"INSTITUTO ESPECIALIZADO ESCUELA SUPERIOR DE ECONOMIA Y NEGOCIOS","PRIVADO","LA LIBERTAD","COMASAGUA","INGENIERÍA","INGENIERIA DE NEGOCIOS","117","155","272"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA EN COMPUTACION","3","9","12"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA INDUSTRIAL","1","17","18"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA MECANICA","3","14","17"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA CIVIL","7","36","43"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA ELECTRICA","0","14","14"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERÍA EN DESARROLLO DE SOFTWARE","6","31","37"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERIA EN MANEJO Y GESTION DE BASES DE DATOS","27","25","52"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERÍA EN SISTEMAS Y REDES INFORMÁTICAS","50","215","265"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERÍA EN SISTEMAS Y REDES INFORMÁTICAS","113","404","517"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERÍA AGROINDUSTRIAL","2","3","5"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERIA CIVIL","137","430","567"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERIA INDUSTRIAL","84","146","230"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERÍA INDUSTRIAL","5","16","21"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","USULUTÁN","USULUTÁN","INGENIERÍA","INGENIERIA EN SISTEMAS Y REDES INFORMATICAS","64","172","236"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA AGRONÓMICA","119","228","347"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA CIVIL","85","163","248"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA ELÉCTRICA","9","117","126"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA EN DESARROLLO DE SOFTWARE","32","143","175"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA EN SISTEMAS INFORMÁTICOS","64","289","353"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA EN TECNOLOGÍA Y PROCESAMIENTO DE ALIMENTOS","55","25","80"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA EN TELECOMUNICACIONES Y REDES","6","31","37"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA INDUSTRIAL","134","248","382"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA MECÁNICA","7","35","42"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA QUÍMICA","33","27","60"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","CABAÑAS","ILOBASCO","INGENIERÍA","INGENIERÍA EN DESARROLLO DE SOFTWARE","3","21","24"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","CABAÑAS","ILOBASCO","INGENIERÍA","INGENIERIA EN SISTEMAS INFORMATICOS","25","88","113"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","CABAÑAS","ILOBASCO","INGENIERÍA","INGENIERIA EN TECNOLOGIA Y PROCESAMIENTO DE ALIMENTOS","56","36","92"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA CIVIL","127","224","351"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA DE ALIMENTOS","59","25","84"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA ELECTRICA","18","176","194"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA ENERGETICA","43","61","104"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA INDUSTRIAL","345","413","758"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERÍA INFORMÁTICA","151","679","830"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA MECANICA","16","182","198"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA QUIMICA","241","177","418"
"UNIVERSIDAD CRISTIANA DE LAS ASAMBLEAS DE DIOS","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA EN CIENCIAS DE LA COMPUTACION","14","35","49"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA AGROINDUSTRIAL","130","87","217"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA AGROINDUSTRIAL-SEMIPRESENCIAL","149","115","264"
