"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","Privado","LA LIBERTAD","DOCTORADO POSGRADO","DOCTORADO EN FILOSOFÍA LATINOAMERICANA","2","1","3"
"UNIVERSIDAD AUTONOMA DE SANTA ANA","Privado","SANTA ANA","DOCTORADO PREGRADO","DOCTORADO EN MEDICINA","401","225","626"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","Privado","SAN MIGUEL","DOCTORADO PREGRADO","DOCTORADO EN MEDICINA","45","23","68"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Privado","SANTA ANA","DOCTORADO PREGRADO","DOCTORADO EN MEDICINA","443","257","700"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","DOCTORADO PREGRADO","DOCTORADO EN MEDICINA","1759","1138","2897"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","Público","SANTA ANA","DOCTORADO PREGRADO","DOCTORADO EN MEDICINA","572","453","1025"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","Público","SAN MIGUEL","DOCTORADO PREGRADO","DOCTORADO EN MEDICINA","933","733","1666"
"UNIVERSIDAD DE ORIENTE","Privado","SAN MIGUEL","DOCTORADO PREGRADO","DOCTORADO EN MEDICINA","219","122","341"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","Privado","LA LIBERTAD","DOCTORADO PREGRADO","DOCTORADO EN MEDICINA","276","211","487"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","Privado","SAN SALVADOR","DOCTORADO PREGRADO","DOCTORADO EN MEDICINA","1256","659","1915"
"UNIVERSIDAD NUEVA SAN SALVADOR","Privado","SAN SALVADOR","DOCTORADO PREGRADO","DOCTORADO EN MEDICINA","359","238","597"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","Privado","SAN SALVADOR","DOCTORADO PREGRADO","DOCTORADO EN MEDICINA","1613","812","2425"
"UNIVERSIDAD DON BOSCO","Privado","SAN SALVADOR","DOCTORADO POSGRADO","DOCTORADO EN TEOLOGÍA","3","12","15"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD EN CIRUGIA GENERAL","17","30","47"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","Privado","LA LIBERTAD","ESPECIALIDAD","ESPECIALIDAD EN CIRUGIA GENERAL","3","12","15"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","Privado","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD EN CIRUGIA GENERAL","7","24","31"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD EN CIRUGÍA ORAL Y MAXILOFACIAL","2","4","6"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","Privado","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD EN ENDODONCIA","3","3","6"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD EN GINECOLOGIA Y OBSTETRICIA","51","9","60"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","Privado","LA LIBERTAD","ESPECIALIDAD","ESPECIALIDAD EN GINECOLOGIA Y OBSTETRICIA","22","4","26"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD EN MEDICINA FAMILIAR","28","21","49"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","Privado","LA LIBERTAD","ESPECIALIDAD","ESPECIALIDAD EN MEDICINA INTERNA","9","16","25"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","Privado","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD EN MEDICINA INTERNA","18","16","34"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD EN MEDICINA INTERNA- SEMIPRESENCIAL","26","28","54"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD EN MEDICINA PEDIATRICA","21","11","32"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","Privado","LA LIBERTAD","ESPECIALIDAD","ESPECIALIDAD EN PEDIATRIA","13","9","22"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD EN PSIQUIATRIA Y SALUD MENTAL","10","7","17"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD MEDICA EN ANESTESIOLOGIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD MEDICA EN ANESTESIOLOGIA-SEMIPRESENCIAL","14","17","31"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","Privado","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD MEDICA EN CIRUGIA GENERAL","5","11","16"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","Público","SANTA ANA","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN CIRUGÍA GENERAL","7","10","17"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","Público","SAN MIGUEL","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN CIRUGÍA GENERAL","7","6","13"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","Público","SANTA ANA","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN GINECOLOGÍA Y OBSTETRICIA","17","0","17"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","Público","SAN MIGUEL","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN GINECOLOGÍA Y OBSTETRICIA","11","4","15"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","Privado","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN GINECOLOGÍA Y OBSTETRICIA","0","0","0"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","Privado","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN MEDICINA DE EMERGENCIAS","0","0","0"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","Privado","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD MEDICA EN MEDICINA INTERNA","6","10","16"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","Público","SANTA ANA","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN MEDICINA INTERNA","8","9","17"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","Público","SAN MIGUEL","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN MEDICINA INTERNA","4","10","14"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN MEDICINA LEGAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","ESPECIALIDAD","ESPECIALIDAD MEDICA EN MEDICINA LEGAL- SEMIPRESENCIAL","9","4","13"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","Público","SANTA ANA","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN MEDICINA PEDIÁTRICA","11","7","18"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","Público","SAN MIGUEL","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN MEDICINA PEDIÁTRICA","9","6","15"
"UNIVERSIDAD DON BOSCO","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA AERONAUTICA","123","481","604"
"UNIVERSIDAD LUTERANA SALVADOREÑA","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA AGROECOLOGICA","73","139","212"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","INGENIERÍA","INGENIERIA AGROINDUSTRIAL","169","129","298"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","Público","SAN VICENTE","INGENIERÍA","INGENIERIA AGROINDUSTRIAL","47","85","132"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA AGROINDUSTRIAL","36","49","85"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","INGENIERÍA","INGENIERIA AGROINDUSTRIAL-SEMIPRESENCIAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","INGENIERÍA","INGENIERIA AGRONOMICA","390","311","701"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","Público","SAN VICENTE","INGENIERÍA","INGENIERIA AGRONOMICA","40","133","173"
"UNIVERSIDAD DE ORIENTE","Privado","SAN MIGUEL","INGENIERÍA","INGENIERIA AGRONOMICA","45","136","181"
"UNIVERSIDAD MONSEÑOR OSCAR ARNULFO ROMERO","Privado","CHALATENANGO","INGENIERÍA","INGENIERIA AGRONOMICA","104","273","377"
"UNIVERSIDAD TECNICA LATINOAMERICANA","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA AGRONOMICA","18","30","48"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Privado","SANTA ANA","INGENIERÍA","INGENIERÍA AGRONÓMICA","136","259","395"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA AGRONOMICA FITOTECNISTA","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA AGRONOMICA ZOOTECNISTA","0","0","0"
"UNIVERSIDAD DON BOSCO","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA BIOMEDICA","113","169","282"
"UNIVERSIDAD ALBERT EINSTEIN","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA CIVIL","11","53","64"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","Privado","SAN MIGUEL","INGENIERÍA","INGENIERIA CIVIL","117","378","495"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA CIVIL","131","259","390"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","INGENIERÍA","INGENIERIA CIVIL","204","457","661"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","Público","SAN MIGUEL","INGENIERÍA","INGENIERIA CIVIL","83","280","363"
"UNIVERSIDAD DE ORIENTE","Privado","SAN MIGUEL","INGENIERÍA","INGENIERIA CIVIL","62","216","278"
"UNIVERSIDAD TECNICA LATINOAMERICANA","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA CIVIL","37","136","173"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","Público","SANTA ANA","INGENIERÍA","INGENIERIA CIVIL","117","303","420"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Privado","SANTA ANA","INGENIERÍA","INGENIERÍA CIVIL","79","197","276"
"UNIVERSIDAD POLITECNICA DE EL SALVADOR","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA CIVIL- SEMIPRESENCIAL","65","157","222"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA DE ALIMENTOS","62","11","73"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","INGENIERÍA","INGENIERIA DE ALIMENTOS","92","105","197"
"INSTITUTO ESPECIALIZADO ESCUELA SUPERIOR DE ECONOMIA Y NEGOCIOS","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA DE NEGOCIOS","128","195","323"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","INGENIERÍA","INGENIERIA DE SISTEMAS INFORMATICOS","222","925","1147"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","Público","SAN VICENTE","INGENIERÍA","INGENIERIA DE SISTEMAS INFORMATICOS","98","299","397"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","Público","SANTA ANA","INGENIERÍA","INGENIERIA DE SISTEMAS INFORMATICOS","74","421","495"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","Público","SAN MIGUEL","INGENIERÍA","INGENIERÍA DE SISTEMAS INFORMÁTICOS","65","255","320"
"UNIVERSIDAD ALBERT EINSTEIN","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA ELECTRICA","0","25","25"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA ELECTRICA","34","256","290"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","INGENIERÍA","INGENIERIA ELECTRICA","68","657","725"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","Público","SAN MIGUEL","INGENIERÍA","INGENIERIA ELECTRICA","3","32","35"
"UNIVERSIDAD DE SONSONATE","Privado","SONSONATE","INGENIERÍA","INGENIERIA ELECTRICA","26","215","241"
"UNIVERSIDAD DON BOSCO","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA ELECTRICA","13","128","141"
"UNIVERSIDAD FRANCISCO GAVIDIA","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA ELECTRICA","0","0","0"
"UNIVERSIDAD TECNICA LATINOAMERICANA","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA ELECTRICA","11","186","197"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","Público","SANTA ANA","INGENIERÍA","INGENIERIA ELECTRICA","4","83","87"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Privado","SANTA ANA","INGENIERÍA","INGENIERÍA ELÉCTRICA","0","39","39"
"UNIVERSIDAD POLITECNICA DE EL SALVADOR","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA ELECTRICA-SEMIPRESENCIAL","10","217","227"
"UNIVERSIDAD DON BOSCO","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA ELECTRONICA","8","60","68"
"UNIVERSIDAD FRANCISCO GAVIDIA","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA ELECTRONICA","0","0","0"
"UNIVERSIDAD TECNICA LATINOAMERICANA","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA ELECTRONICA","1","52","53"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","Público","LA LIBERTAD","INGENIERÍA","INGENIERÍA ELECTRÓNICA","11","102","113"
"UNIVERSIDAD FRANCISCO GAVIDIA","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA EN ADMINISTRACION TERRITORIAL","0","0","0"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","Privado","LA LIBERTAD","INGENIERÍA","INGENIERÍA EN AGROBIOTECNOLOGÍA","20","20","40"
"UNIVERSIDAD DE SONSONATE","Privado","SONSONATE","INGENIERÍA","INGENIERIA EN AGRONEGOCIOS","94","89","183"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA EN ALIMENTOS","97","46","143"
"UNIVERSIDAD DON BOSCO","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA EN AUTOMATIZACION","4","65","69"
"UNIVERSIDAD CRISTIANA DE LAS ASAMBLEAS DE DIOS","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA EN CIENCIAS DE LA COMPUTACION","18","47","65"
"UNIVERSIDAD DON BOSCO","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA EN CIENCIAS DE LA COMPUTACION","150","671","821"
"UNIVERSIDAD FRANCISCO GAVIDIA","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA EN CIENCIAS DE LA COMPUTACION","106","445","551"
"UNIVERSIDAD FRANCISCO GAVIDIA Regional Santa Ana","Privado","SANTA ANA","INGENIERÍA","INGENIERIA EN CIENCIAS DE LA COMPUTACION","7","23","30"
"UNIVERSIDAD DON BOSCO","Privado","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN","19","91","110"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","Privado","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN","0","0","0"
"UNIVERSIDAD FRANCISCO GAVIDIA","Privado","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN- NO PRESENCIAL","44","150","194"
"UNIVERSIDAD POLITECNICA DE EL SALVADOR","Privado","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN- SEMIPRESENCIAL","17","72","89"
"UNIVERSIDAD ALBERT EINSTEIN","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA EN COMPUTACION","3","2","5"
"UNIVERSIDAD FRANCISCO GAVIDIA","Privado","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN CONTROL ELÉCTRICO","9","113","122"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","Privado","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN DESARROLLO DE CONTENIDOS DIGITALES Y ROBÓTICA APLICADA","13","55","68"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","Público","LA LIBERTAD","INGENIERÍA","INGENIERIA EN DESARROLLO DE SOFTWARE","22","159","181"
"UNIVERSIDAD DE ORIENTE","Privado","SAN MIGUEL","INGENIERÍA","INGENIERIA EN DESARROLLO DE SOFTWARE","22","88","110"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","Privado","CABAÑAS","INGENIERÍA","INGENIERÍA EN DESARROLLO DE SOFTWARE","0","13","13"
"UNIVERSIDAD FRANCISCO GAVIDIA","Privado","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN DESARROLLO DE SOFTWARE","12","61","73"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Privado","SANTA ANA","INGENIERÍA","INGENIERÍA EN DESARROLLO DE SOFTWARE","18","88","106"
"UNIVERSIDAD DE ORIENTE","Privado","SAN MIGUEL","INGENIERÍA","INGENIERÍA EN DESARROLLO DE SOFWARE","2","2","4"
"UNIVERSIDAD FRANCISCO GAVIDIA","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA EN DISENO Y DESARROLLO DE VIDEOJUEGOS","13","101","114"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA EN ELECTRONICA Y COMUNICACIONES","5","67","72"
"UNIVERSIDAD DE ORIENTE","Privado","SAN MIGUEL","INGENIERÍA","INGENIERIA EN ENERGIA Y EFICIENCIA ENERGETICA","4","86","90"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA EN GESTION AMBIENTAL","45","19","64"
"UNIVERSIDAD FRANCISCO GAVIDIA","Privado","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN GESTIÓN DE BASES DE DATOS","0","0","0"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","Privado","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN GESTIÓN DE BASES DE DATOS","3","22","25"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL LA UNION","Público","LA UNION","INGENIERÍA","INGENIERIA EN LOGISTICA Y ADUANAS","307","217","524"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","Privado","LA LIBERTAD","INGENIERÍA","INGENIERIA EN LOGISTICA Y DISTRIBUCION","90","73","163"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","Privado","SAN MIGUEL","INGENIERÍA","INGENIERIA EN MANEJO Y GESTION DE BASES DE DATOS","21","23","44"
"UNIVERSIDAD DE SONSONATE","Privado","SONSONATE","INGENIERÍA","INGENIERIA EN SISTEMAS COMPUTACIONALES","74","260","334"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA EN SISTEMAS COMPUTACIONALES","33","148","181"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","Privado","CABAÑAS","INGENIERÍA","INGENIERIA EN SISTEMAS INFORMATICOS","28","78","106"
"UNIVERSIDAD DE ORIENTE","Privado","SAN MIGUEL","INGENIERÍA","INGENIERIA EN SISTEMAS INFORMATICOS","16","16","32"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Privado","SANTA ANA","INGENIERÍA","INGENIERÍA EN SISTEMAS INFORMÁTICOS","46","245","291"
"UNIVERSIDAD DE EL SALVADOR","Público","SAN SALVADOR","INGENIERÍA","INGENIERIA EN SISTEMAS INFORMATICOS- EN LINEA","192","771","963"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","Privado","CHALATENANGO","INGENIERÍA","INGENIERIA EN SISTEMAS Y COMPUTACION","27","139","166"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","Privado","SAN SALVADOR","INGENIERÍA","INGENIERIA EN SISTEMAS Y COMPUTACION","26","126","152"
"UNIVERSIDAD DOCTOR ANDRES BELLO","Privado","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN SISTEMAS Y COMPUTACIÓN","18","60","78"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","Privado","SAN MIGUEL","INGENIERÍA","INGENIERÍA EN SISTEMAS Y COMPUTACIÓN","10","36","46"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","Privado","SONSONATE","INGENIERÍA","INGENIERÍA EN SISTEMAS Y COMPUTACIÓN","13","29","42"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","Privado","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN SISTEMAS Y COMPUTACIÓN","222","1226","1448"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","Privado","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN SISTEMAS Y COMPUTACIÓN NO PRESENCIAL","68","370","438"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","Privado","USULUTAN","INGENIERÍA","INGENIERIA EN SISTEMAS Y REDES INFORMATICAS","57","197","254"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","Privado","SAN MIGUEL","INGENIERÍA","INGENIERÍA EN SISTEMAS Y REDES INFORMÁTICAS","90","429","519"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","Privado","SAN MIGUEL","INGENIERÍA","INGENIERÍA EN SISTEMAS Y REDES INFORMÁTICAS- NO PRESENCIAL","25","69","94"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Privado","SANTA ANA","INGENIERÍA","INGENIERÍA EN TECNOLOGÍA Y PROCESAMIENTO DE ALIMENTOS","30","23","53"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","Privado","CABAÑAS","INGENIERÍA","INGENIERIA EN TECNOLOGIA Y PROCESAMIENTO DE ALIMENTOS- SEMIPRESENCIAL","48","32","80"
