"MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","","","","","","","",""
"DIRECCIÓN NACIONAL DE EDUCACIÓN SUPERIOR","","","","","","","",""
"DEPARTAMENTO DE GESTIÓN DE LA INFORMACIÓN Y ESTADÍSTICAS","","","","","","","",""
"","","","","","","","",""
"POBLACIÓN GRADUADA EN EDUCACIÓN SUPERIOR. EL SALVADOR  AÑO 2023","","","","","","","",""
"","","","","","","","",""
"FUENTE: Dirección Nacional de Educación Superior. Reporte 2023 SNIEES","","","","","","","",""
"INSTITUCIÓN DE EDUCACIÓN SUPERIOR","SECTOR","DEPARTAMENTO","MUNICIPIO","GRADO ACADÉMICO","CARRERA","FEMENINO","MASCULINO","TOTAL"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","ARQUITECTURA","ARQUITECTURA","18","10","28"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","DOCTORADO POS","DOCTORADO EN CIENCIAS SOCIALES- SEMIPRESENCIAL","1","0","1"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","DOCTORADO POS","DOCTORADO EN CIENCIAS SOCIALES","1","0","1"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","DOCTORADO POS","DOCTORADO EN DERECHO PRIVADO","3","0","3"
"UNIVERSIDAD AUTONOMA DE SANTA ANA","PRIVADO","SANTA ANA","SANTA ANA","DOCTORADO PRE","DOCTORADO EN CIRUGIA DENTAL","17","5","22"
"UNIVERSIDAD AUTONOMA DE SANTA ANA","PRIVADO","SANTA ANA","SANTA ANA","DOCTORADO PRE","DOCTORADO EN MEDICINA","37","30","67"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","DOCTORADO PRE","DOCTORADO EN MEDICINA","21","18","39"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN CIRUGIA DENTAL","17","39","56"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN MEDICINA","115","133","248"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","SANTA ANA","SANTA ANA","DOCTORADO PRE","DOCTORADO EN MEDICINA","30","27","57"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","DOCTORADO PRE","DOCTORADO EN MEDICINA","41","20","61"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN CIRUGIA DENTAL","32","20","52"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN MEDICINA","53","39","92"
"UNIVERSIDAD NUEVA SAN SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN CIRUGIA DENTAL","12","6","18"
"UNIVERSIDAD NUEVA SAN SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN MEDICINA","17","15","32"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN CIRUGIA DENTAL","10","20","30"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","SAN SALVADOR","SAN SALVADOR","DOCTORADO PRE","DOCTORADO EN MEDICINA","85","124","209"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN CIRUGÍA GENERAL","8","5","13"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD EN CIRUGÍA ORAL Y MAXILOFACIAL","1","0","1"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN GINECOLOGÍA Y OBSTETRICIA","2","14","16"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN MEDICINA FAMILIAR","13","11","24"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN MEDICINA PEDIÁTRICA","6","11","17"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN PSIQUIATRÍA Y SALUD MENTAL","4","7","11"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MEDICA EN ANESTESIOLOGIA","4","0","4"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN MEDICINA LEGAL","4","5","9"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MÉDICA EN RADIOLOGÍA E IMÁGENES","2","0","2"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD  MÉDICA EN MEDICINA DEL TRABAJO","1","1","2"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","SANTA ANA","SANTA ANA","ESPECIALISTA","ESPECIALIDAD MÉDICA EN CIRUGÍA GENERAL","3","9","12"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","SANTA ANA","SANTA ANA","ESPECIALISTA","ESPECIALIDAD MÉDICA EN GINECOLOGÍA Y OBSTETRICIA","2","0","2"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","SANTA ANA","SANTA ANA","ESPECIALISTA","ESPECIALIDAD MÉDICA EN MEDICINA INTERNA","1","4","5"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","SANTA ANA","SANTA ANA","ESPECIALISTA","ESPECIALIDAD MÉDICA EN MEDICINA PEDIÁTRICA","2","0","2"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN CIRUGIA GENERAL","0","5","5"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN GINECOLOGIA Y OBSTETRICIA","3","1","4"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN MEDICINA INTERNA","0","5","5"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN PEDIATRIA","3","3","6"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN MEDICINA CRÍTICA PEDIÁTRICA","1","2","3"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN OBSTETRICIA CRÍTICA","0","1","1"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","ESPECIALISTA","ESPECIALIDAD EN CIRUGÍA LAPAROSCÓPICA AVANZADA","1","3","4"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD EN CIRUGIA GENERAL","0","10","10"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD EN MEDICINA INTERNA","5","7","12"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MEDICA EN CIRUGIA GENERAL","5","0","5"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","SAN SALVADOR","SAN SALVADOR","ESPECIALISTA","ESPECIALIDAD MEDICA EN MEDICINA INTERNA","3","2","5"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","LA LIBERTAD","SANTA TECLA","INGENIERÍA","INGENIERIA EN DESARROLLO DE SOFTWARE","1","9","10"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","LA LIBERTAD","SANTA TECLA","INGENIERÍA","INGENIERIA MECATRONICA","6","22","28"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","LA LIBERTAD","SANTA TECLA","INGENIERÍA","INGENIERÍA ELECTRÓNICA","2","11","13"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL LA UNION","PÚBLICO","LA UNIÓN","LA UNIÓN","INGENIERÍA","INGENIERIA EN LOGISTICA Y ADUANAS","35","31","66"
"INSTITUTO ESPECIALIZADO ESCUELA SUPERIOR DE ECONOMIA Y NEGOCIOS","PRIVADO","LA LIBERTAD","COMASAGUA","INGENIERÍA","INGENIERIA DE NEGOCIOS","13","19","32"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA CIVIL","15","4","19"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA ELECTRICA","5","0","5"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA EN COMPUTACION","1","2","3"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA INDUSTRIAL","10","6","16"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERIA CIVIL","17","63","80"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERIA EN MANEJO Y GESTION DE BASES DE DATOS","17","16","33"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERIA INDUSTRIAL","11","21","32"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERÍA EN SISTEMAS Y REDES INFORMÁTICAS","17","61","78"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","USULUTÁN","USULUTÁN","INGENIERÍA","INGENIERIA EN SISTEMAS Y REDES INFORMATICAS","18","34","52"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA EN SISTEMAS INFORMÁTICOS","6","32","38"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA EN TECNOLOGÍA Y PROCESAMIENTO DE ALIMENTOS","1","0","1"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA INDUSTRIAL","31","50","81"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA CIVIL","7","20","27"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA AGRONÓMICA","29","39","68"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA EN TELECOMUNICACIONES Y REDES","3","5","8"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERÍA EN DESARROLLO DE SOFTWARE","1","9","10"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","CABAÑAS","ILOBASCO","INGENIERÍA","INGENIERIA EN SISTEMAS INFORMATICOS","4","14","18"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","CABAÑAS","ILOBASCO","INGENIERÍA","INGENIERIA EN TECNOLOGIA Y PROCESAMIENTO DE ALIMENTOS","9","3","12"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA CIVIL","4","14","18"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA ELECTRICA","6","26","32"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA INDUSTRIAL","54","62","116"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA MECANICA","6","17","23"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA QUIMICA","57","34","91"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERÍA INFORMÁTICA","19","44","63"
"UNIVERSIDAD CRISTIANA DE LAS ASAMBLEAS DE DIOS","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA EN CIENCIAS DE LA COMPUTACION","2","6","8"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA AGROINDUSTRIAL","14","22","36"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA AGROINDUSTRIAL-SEMIPRESENCIAL","0","1","1"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA AGRONOMICA","28","17","45"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA CIVIL","13","9","22"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA DE ALIMENTOS","2","1","3"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA DE SISTEMAS INFORMATICOS","56","18","74"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA ELECTRICA","52","2","54"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA EN SISTEMAS INFORMATICOS- EN LINEA","7","1","8"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA INDUSTRIAL","38","34","72"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA INDUSTRIAL- EN LINEA","1","2","3"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA MECANICA","28","3","31"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA QUIMICA","20","18","38"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERIA CIVIL","8","30","38"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERIA DE SISTEMAS INFORMATICOS","1","14","15"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERIA INDUSTRIAL","9","17","26"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","SAN VICENTE","SAN VICENTE","INGENIERÍA","INGENIERIA AGROINDUSTRIAL","9","5","14"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","SAN VICENTE","SAN VICENTE","INGENIERÍA","INGENIERIA AGRONOMICA","10","3","13"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","SAN VICENTE","SAN VICENTE","INGENIERÍA","INGENIERIA DE SISTEMAS INFORMATICOS","37","8","45"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERIA AGRONOMICA","14","28","42"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERIA CIVIL","9","29","38"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERIA EN SISTEMAS INFORMATICOS","7","10","17"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","INGENIERÍA","INGENIERÍA INDUSTRIAL","13","39","52"
"UNIVERSIDAD DE SONSONATE","PRIVADO","SONSONATE","SONSONATE","INGENIERÍA","INGENIERIA ELECTRICA","6","39","45"
"UNIVERSIDAD DE SONSONATE","PRIVADO","SONSONATE","SONSONATE","INGENIERÍA","INGENIERIA EN AGRONEGOCIOS","12","6","18"
"UNIVERSIDAD DE SONSONATE","PRIVADO","SONSONATE","SONSONATE","INGENIERÍA","INGENIERIA EN SISTEMAS COMPUTACIONALES","9","27","36"
"UNIVERSIDAD DE SONSONATE","PRIVADO","SONSONATE","SONSONATE","INGENIERÍA","INGENIERIA INDUSTRIAL","44","69","113"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","CHALATENANGO","CHALATENANGO","INGENIERÍA","INGENIERIA EN SISTEMAS Y COMPUTACION","2","26","28"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","INGENIERÍA","INGENIERIA AERONAUTICA","4","45","49"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","INGENIERÍA","INGENIERIA BIOMÉDICA","9","7","16"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","INGENIERÍA","INGENIERIA ELÉCTRICA","2","11","13"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","INGENIERÍA","INGENIERIA EN ELECTRÓNICA Y AUTOMATIZACIÓN","0","3","3"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","INGENIERÍA","INGENIERIA EN AUTOMATIZACION","0","4","4"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","INGENIERÍA","INGENIERIA EN CIENCIAS DE LA COMPUTACION","10","53","63"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","INGENIERÍA","INGENIERIA EN TELECOMUNICACIONES Y REDES","2","2","4"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","INGENIERÍA","INGENIERIA INDUSTRIAL","28","22","50"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","INGENIERÍA","INGENIERIA MECÁNICA","0","11","11"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","INGENIERÍA","INGENIERIA MECATRONICA","2","23","25"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA AGROINDUSTRIAL","7","9","16"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA EN AGRONEGOCIOS","4","2","6"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA EN ALIMENTOS","20","8","28"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA EN ELECTRONICA Y COMUNICACIONES","0","9","9"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA EN GESTION AMBIENTAL","6","3","9"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA EN LOGISTICA Y DISTRIBUCION","13","8","21"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERIA INDUSTRIAL","23","39","62"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","INGENIERÍA","INGENIERÍA EN AGROBIOTECNOLOGÍA","6","8","14"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA EN SISTEMAS COMPUTACIONALES","4","24","28"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA EN CIENCIAS DE LA COMPUTACION","72","16","88"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA EN DISENO Y DESARROLLO DE VIDEOJUEGOS","11","1","12"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA EN TELECOMUNICACIONES","10","0","10"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA INDUSTRIAL","60","18","78"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN- NO PRESENCIAL","22","4","26"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN CONTROL ELÉCTRICO","13","1","14"
"UNIVERSIDAD FRANCISCO GAVIDIA, REGIONAL SANTA ANA","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERIA EN CIENCIAS DE LA COMPUTACION","5","4","9"
"UNIVERSIDAD FRANCISCO GAVIDIA, REGIONAL SANTA ANA","PRIVADO","SANTA ANA","SANTA ANA","INGENIERÍA","INGENIERIA INDUSTRIAL","2","2","4"
"UNIVERSIDAD LUTERANA SALVADOREÑA","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA AGROECOLOGICA","8","18","26"
"UNIVERSIDAD MONSEÑOR OSCAR ARNULFO ROMERO","PRIVADO","CHALATENANGO","TEJUTLA","INGENIERÍA","INGENIERIA AGRONOMICA","22","67","89"
"UNIVERSIDAD POLITECNICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA CIVIL- SEMIPRESENCIAL","5","23","28"
