"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","DOCTORADO","DOCTORADO EN FILOSOFÍA LATINOAMERICANA","0","0","0"
"UNIVERSIDAD AUTONOMA DE SANTA ANA","PRIVADO","Santa Ana","DOCTORADO","DOCTORADO EN MEDICINA","30","17","47"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","DOCTORADO","DOCTORADO EN MEDICINA","0","0","0"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","DOCTORADO","DOCTORADO EN MEDICINA","11","4","15"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","DOCTORADO","DOCTORADO EN MEDICINA","123","109","232"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","DOCTORADO","DOCTORADO EN MEDICINA","44","22","66"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","DOCTORADO","DOCTORADO EN MEDICINA","32","41","73"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","DOCTORADO","DOCTORADO EN MEDICINA","0","0","0"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","DOCTORADO","DOCTORADO EN MEDICINA","26","20","46"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","DOCTORADO","DOCTORADO EN MEDICINA","79","50","129"
"UNIVERSIDAD NUEVA SAN SALVADOR","PRIVADO","San Salvador","DOCTORADO","DOCTORADO EN MEDICINA","30","27","57"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","San Salvador","DOCTORADO","DOCTORADO EN MEDICINA","84","139","223"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","DOCTORADO","DOCTORADO EN TEOLOGÍA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","ESPECIALIDAD","ESPECIALIDAD EN CIRUGIA GENERAL","0","0","0"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","ESPECIALIDAD","ESPECIALIDAD EN CIRUGIA GENERAL","2","6","8"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","ESPECIALIDAD","ESPECIALIDAD EN CIRUGIA GENERAL","1","3","4"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","ESPECIALIDAD","ESPECIALIDAD EN CIRUGÍA ORAL Y MAXILOFACIAL","0","0","0"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","San Salvador","ESPECIALIDAD","ESPECIALIDAD EN ENDODONCIA","0","1","1"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","ESPECIALIDAD","ESPECIALIDAD EN GINECOLOGIA Y OBSTETRICIA","0","0","0"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","ESPECIALIDAD","ESPECIALIDAD EN GINECOLOGIA Y OBSTETRICIA","7","1","8"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","ESPECIALIDAD","ESPECIALIDAD EN MEDICINA FAMILIAR","0","0","0"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","ESPECIALIDAD","ESPECIALIDAD EN MEDICINA INTERNA","2","2","4"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","ESPECIALIDAD","ESPECIALIDAD EN MEDICINA INTERNA","6","7","13"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","ESPECIALIDAD","ESPECIALIDAD EN MEDICINA INTERNA- SEMIPRESENCIAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","ESPECIALIDAD","ESPECIALIDAD EN MEDICINA PEDIATRICA","0","0","0"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","ESPECIALIDAD","ESPECIALIDAD EN PEDIATRIA","4","0","4"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","ESPECIALIDAD","ESPECIALIDAD EN PSIQUIATRIA Y SALUD MENTAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","ESPECIALIDAD","ESPECIALIDAD MEDICA EN ANESTESIOLOGIA","1","7","8"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","ESPECIALIDAD","ESPECIALIDAD MEDICA EN ANESTESIOLOGIA-SEMIPRESENCIAL","0","0","0"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","San Salvador","ESPECIALIDAD","ESPECIALIDAD MEDICA EN CIRUGIA GENERAL","5","1","6"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN CIRUGÍA GENERAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN CIRUGÍA GENERAL","0","5","5"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN GINECOLOGÍA Y OBSTETRICIA","2","0","2"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN GINECOLOGÍA Y OBSTETRICIA","3","0","3"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","San Salvador","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN GINECOLOGÍA Y OBSTETRICIA","0","0","0"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","San Salvador","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN MEDICINA DE EMERGENCIAS","0","0","0"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","San Salvador","ESPECIALIDAD","ESPECIALIDAD MEDICA EN MEDICINA INTERNA","3","2","5"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN MEDICINA INTERNA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN MEDICINA INTERNA","1","4","5"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN MEDICINA LEGAL","3","7","10"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","ESPECIALIDAD","ESPECIALIDAD MEDICA EN MEDICINA LEGAL- SEMIPRESENCIAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN MEDICINA PEDIÁTRICA","6","1","7"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","ESPECIALIDAD","ESPECIALIDAD MÉDICA EN MEDICINA PEDIÁTRICA","3","3","6"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA AERONAUTICA","25","3","28"
"UNIVERSIDAD LUTERANA SALVADOREÑA","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA AGROECOLOGICA","8","5","13"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","INGENIERÍA","INGENIERIA AGROINDUSTRIAL","5","3","8"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","San Vicente","INGENIERÍA","INGENIERIA AGROINDUSTRIAL","1","4","5"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA AGROINDUSTRIAL","11","10","21"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","INGENIERÍA","INGENIERIA AGROINDUSTRIAL-SEMIPRESENCIAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","INGENIERÍA","INGENIERIA AGRONOMICA","8","13","21"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","San Vicente","INGENIERÍA","INGENIERIA AGRONOMICA","1","3","4"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","INGENIERÍA","INGENIERIA AGRONOMICA","5","18","23"
"UNIVERSIDAD MONSEÑOR OSCAR ARNULFO ROMERO","PRIVADO","Chalatenango","INGENIERÍA","INGENIERIA AGRONOMICA","34","117","151"
"UNIVERSIDAD TECNICA LATINOAMERICANA","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA AGRONOMICA","1","3","4"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","INGENIERÍA","INGENIERÍA AGRONÓMICA","20","6","26"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA AGRONOMICA FITOTECNISTA","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA AGRONOMICA ZOOTECNISTA","0","0","0"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA BIOMEDICA","10","11","21"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA CIVIL","6","15","21"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","INGENIERÍA","INGENIERIA CIVIL","14","54","68"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA CIVIL","9","12","21"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","INGENIERÍA","INGENIERIA CIVIL","9","21","30"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","INGENIERÍA","INGENIERIA CIVIL","6","16","22"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","INGENIERÍA","INGENIERIA CIVIL","7","23","30"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","INGENIERÍA","INGENIERIA CIVIL","11","43","54"
"UNIVERSIDAD TECNICA LATINOAMERICANA","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA CIVIL","4","7","11"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","INGENIERÍA","INGENIERÍA CIVIL","31","13","44"
"UNIVERSIDAD POLITECNICA DE EL SALVADOR","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA CIVIL- SEMIPRESENCIAL","3","15","18"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA DE ALIMENTOS","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","INGENIERÍA","INGENIERIA DE ALIMENTOS","6","0","6"
"INSTITUTO ESPECIALIZADO ESCUELA SUPERIOR DE ECONOMIA Y NEGOCIOS","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA DE NEGOCIOS","21","27","48"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","INGENIERÍA","INGENIERIA DE SISTEMAS INFORMATICOS","22","63","85"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","INGENIERÍA","INGENIERIA DE SISTEMAS INFORMATICOS","7","58","65"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","San Vicente","INGENIERÍA","INGENIERIA DE SISTEMAS INFORMATICOS","3","5","8"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","INGENIERÍA","INGENIERÍA DE SISTEMAS INFORMÁTICOS","14","45","59"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA ELECTRICA","0","6","6"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA ELECTRICA","6","50","56"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","INGENIERÍA","INGENIERIA ELECTRICA","3","29","32"
"UNIVERSIDAD DE EL SALVADOR- SANTA ANA","PÚBLICO","Santa Ana","INGENIERÍA","INGENIERIA ELECTRICA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","San Miguel","INGENIERÍA","INGENIERIA ELECTRICA","0","0","0"
"UNIVERSIDAD DE SONSONATE","PRIVADO","Sonsonate","INGENIERÍA","INGENIERIA ELECTRICA","0","20","20"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA ELECTRICA","10","1","11"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA ELECTRICA","0","0","0"
"UNIVERSIDAD TECNICA LATINOAMERICANA","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA ELECTRICA","1","9","10"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","INGENIERÍA","INGENIERÍA ELÉCTRICA","0","0","0"
"UNIVERSIDAD POLITECNICA DE EL SALVADOR","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA ELECTRICA-SEMIPRESENCIAL","1","21","22"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA ELECTRONICA","3","0","3"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA ELECTRONICA","0","0","0"
"UNIVERSIDAD TECNICA LATINOAMERICANA","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA ELECTRONICA","0","0","0"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","INGENIERÍA","INGENIERÍA ELECTRÓNICA","0","9","9"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA EN ADMINISTRACION TERRITORIAL","1","0","1"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","INGENIERÍA","INGENIERÍA EN AGROBIOTECNOLOGÍA","5","2","7"
"UNIVERSIDAD DE SONSONATE","PRIVADO","Sonsonate","INGENIERÍA","INGENIERIA EN AGRONEGOCIOS","2","10","12"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA EN ALIMENTOS","46","16","62"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA EN AUTOMATIZACION","6","3","9"
"UNIVERSIDAD CRISTIANA DE LAS ASAMBLEAS DE DIOS","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA EN CIENCIAS DE LA COMPUTACION","2","6","8"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA EN CIENCIAS DE LA COMPUTACION","33","4","37"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA EN CIENCIAS DE LA COMPUTACION","73","10","83"
"UNIVERSIDAD FRANCISCO GAVIDIA Regional Santa Ana","PRIVADO","Santa Ana","INGENIERÍA","INGENIERIA EN CIENCIAS DE LA COMPUTACION","2","1","3"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","INGENIERÍA","INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN","0","0","0"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","San Salvador","INGENIERÍA","INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN","0","0","0"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","INGENIERÍA","INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN- NO PRESENCIAL","20","5","25"
"UNIVERSIDAD POLITECNICA DE EL SALVADOR","PRIVADO","San Salvador","INGENIERÍA","INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN- SEMIPRESENCIAL","3","6","9"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA EN COMPUTACION","0","1","1"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","INGENIERÍA","INGENIERÍA EN CONTROL ELÉCTRICO","14","4","18"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","INGENIERÍA","INGENIERÍA EN DESARROLLO DE CONTENIDOS DIGITALES Y ROBÓTICA APLICADA","0","0","0"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","INGENIERÍA","INGENIERIA EN DESARROLLO DE SOFTWARE","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","INGENIERÍA","INGENIERIA EN DESARROLLO DE SOFTWARE","0","0","0"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","INGENIERÍA","INGENIERÍA EN DESARROLLO DE SOFTWARE","0","0","0"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","Cabañas","INGENIERÍA","INGENIERÍA EN DESARROLLO DE SOFTWARE","0","0","0"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","INGENIERÍA","INGENIERÍA EN DESARROLLO DE SOFTWARE","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","INGENIERÍA","INGENIERÍA EN DESARROLLO DE SOFWARE","0","0","0"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA EN DISENO Y DESARROLLO DE VIDEOJUEGOS","0","0","0"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA EN ELECTRONICA Y COMUNICACIONES","5","15","20"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","INGENIERÍA","INGENIERIA EN ENERGIA Y EFICIENCIA ENERGETICA","0","0","0"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA EN GESTION AMBIENTAL","1","1","2"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","INGENIERÍA","INGENIERÍA EN GESTIÓN DE BASES DE DATOS","0","0","0"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","INGENIERÍA","INGENIERÍA EN GESTIÓN DE BASES DE DATOS","0","0","0"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL LA UNION","PÚBLICO","La Union","INGENIERÍA","INGENIERIA EN LOGISTICA Y ADUANAS","32","41","73"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","La Libertad","INGENIERÍA","INGENIERIA EN LOGISTICA Y DISTRIBUCION","16","22","38"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","INGENIERÍA","INGENIERIA EN MANEJO Y GESTION DE BASES DE DATOS","0","0","0"
"UNIVERSIDAD DE SONSONATE","PRIVADO","Sonsonate","INGENIERÍA","INGENIERIA EN SISTEMAS COMPUTACIONALES","7","4","11"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA EN SISTEMAS COMPUTACIONALES","4","28","32"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","Cabañas","INGENIERÍA","INGENIERIA EN SISTEMAS INFORMATICOS","5","10","15"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","INGENIERÍA","INGENIERIA EN SISTEMAS INFORMATICOS","9","18","27"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","INGENIERÍA","INGENIERÍA EN SISTEMAS INFORMÁTICOS","24","6","30"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","San Salvador","INGENIERÍA","INGENIERIA EN SISTEMAS INFORMATICOS- EN LINEA","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","Chalatenango","INGENIERÍA","INGENIERIA EN SISTEMAS Y COMPUTACION","19","8","27"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA EN SISTEMAS Y COMPUTACION","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","INGENIERÍA","INGENIERÍA EN SISTEMAS Y COMPUTACIÓN","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","INGENIERÍA","INGENIERÍA EN SISTEMAS Y COMPUTACIÓN","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","Sonsonate","INGENIERÍA","INGENIERÍA EN SISTEMAS Y COMPUTACIÓN","0","0","0"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","INGENIERÍA","INGENIERÍA EN SISTEMAS Y COMPUTACIÓN","201","43","244"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","INGENIERÍA","INGENIERÍA EN SISTEMAS Y COMPUTACIÓN NO PRESENCIAL","42","4","46"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","Usulután","INGENIERÍA","INGENIERIA EN SISTEMAS Y REDES INFORMATICAS","13","46","59"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","INGENIERÍA","INGENIERÍA EN SISTEMAS Y REDES INFORMÁTICAS","19","73","92"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","INGENIERÍA","INGENIERÍA EN SISTEMAS Y REDES INFORMÁTICAS","0","0","0"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","INGENIERÍA","INGENIERÍA EN TECNOLOGÍA Y PROCESAMIENTO DE ALIMENTOS","0","0","0"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","Cabañas","INGENIERÍA","INGENIERIA EN TECNOLOGIA Y PROCESAMIENTO DE ALIMENTOS- SEMIPRESENCIAL","14","5","19"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","INGENIERÍA","INGENIERIA EN TELECOMUNICACIONES","5","1","6"
