"MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA
DIRECCIÓN NACIONAL DE EDUCACIÓN SUPERIOR
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Doctorado Posgrado","DOCTORADO EN DERECHO PRIVADO","0","0","0"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Santa Ana-Central","Privado","Santa Ana","Doctorado Posgrado","DOCTORADO EN EDUCACIÓN","7","3","10"
"UNIVERSIDAD DON BOSCO","San Salvador - Central","Privado","San Salvador","Doctorado Posgrado","DOCTORADO EN EDUCACIÓN","26","44","70"
"UNIVERSIDAD DE EL SALVADOR","San Vicente-Regional","Público","San Vicente","Doctorado Posgrado","DOCTORADO EN EDUCACIÓN CON ESPECIALIDAD EN CULTURA DE PAZ Y DERECHOS HUMANOS","7","6","13"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","La Libertad - Central","Privado","La Libertad","Doctorado Posgrado","DOCTORADO EN FILOSOFÍA LATINOAMERICANA","0","3","3"
"UNIVERSIDAD AUTONOMA DE SANTA ANA","Santa Ana-Central","Privado","Santa Ana","Doctorado Pregrado","DOCTORADO EN MEDICINA","428","248","676"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","San Miguel-Central","Privado","San Miguel","Doctorado Pregrado","DOCTORADO EN MEDICINA","93","47","140"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Santa Ana-Central","Privado","Santa Ana","Doctorado Pregrado","DOCTORADO EN MEDICINA","516","268","784"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Doctorado Pregrado","DOCTORADO EN MEDICINA","1929","1156","3085"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Doctorado Pregrado","DOCTORADO EN MEDICINA","607","460","1067"
"UNIVERSIDAD DE EL SALVADOR","San Miguel-Regional","Público","San Miguel","Doctorado Pregrado","DOCTORADO EN MEDICINA","1015","735","1750"
"UNIVERSIDAD DE ORIENTE","San Miguel-Central","Privado","San Miguel","Doctorado Pregrado","DOCTORADO EN MEDICINA","245","132","377"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Doctorado Pregrado","DOCTORADO EN MEDICINA","282","213","495"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Doctorado Pregrado","DOCTORADO EN MEDICINA","1344","693","2037"
"UNIVERSIDAD NUEVA SAN SALVADOR","San Salvador - Central","Privado","San Salvador","Doctorado Pregrado","DOCTORADO EN MEDICINA","406","251","657"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","San Salvador - Central","Privado","San Salvador","Doctorado Pregrado","DOCTORADO EN MEDICINA","1685","823","2508"
"UNIVERSIDAD DON BOSCO","San Salvador - Central","Privado","San Salvador","Doctorado Posgrado","DOCTORADO EN TEOLOGÍA","4","15","19"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Especialidad","ESPECIALIDAD EN CIRUGIA GENERAL","18","28","46"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Especialidad","ESPECIALIDAD EN CIRUGIA GENERAL","2","23","25"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Especialidad","ESPECIALIDAD EN CIRUGIA GENERAL","11","32","43"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Especialidad","ESPECIALIDAD EN CIRUGÍA ORAL Y MAXILOFACIAL","2","5","7"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Especialidad","ESPECIALIDAD EN CUIDADOS CRÍTICOS ADULTOS","0","4","4"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Especialidad","ESPECIALIDAD EN DERMATOLOGÍA","5","4","9"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","San Salvador - Central","Privado","San Salvador","Especialidad","ESPECIALIDAD EN ENDODONCIA","3","2","5"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Especialidad","ESPECIALIDAD EN GINECOLOGIA Y OBSTETRICIA","61","9","70"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Especialidad","ESPECIALIDAD EN GINECOLOGIA Y OBSTETRICIA","20","26","46"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Especialidad","ESPECIALIDAD EN MEDICINA CRÍTICA PEDIÁTRICA","1","2","3"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Especialidad","ESPECIALIDAD EN MEDICINA FAMILIAR","23","23","46"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Especialidad","ESPECIALIDAD EN MEDICINA INTERNA","7","53","60"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Especialidad","ESPECIALIDAD EN MEDICINA INTERNA","21","20","41"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Especialidad","ESPECIALIDAD EN MEDICINA INTERNA- SEMIPRESENCIAL","18","31","49"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Especialidad","ESPECIALIDAD EN MEDICINA PEDIATRICA","29","18","47"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Especialidad","ESPECIALIDAD EN OBSTETRICIA CRÍTICA","0","3","3"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Especialidad","ESPECIALIDAD EN PEDIATRIA","15","28","43"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Especialidad","ESPECIALIDAD EN PSIQUIATRIA Y SALUD MENTAL","10","10","20"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Especialidad","ESPECIALIDAD MEDICA EN ANESTESIOLOGIA","13","15","28"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Especialidad","ESPECIALIDAD MEDICA EN ANESTESIOLOGIA-SEMIPRESENCIAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Especialidad","ESPECIALIDAD MÉDICA EN CARDIOLOGÍA","1","1","2"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","San Salvador - Central","Privado","San Salvador","Especialidad","ESPECIALIDAD MEDICA EN CIRUGIA GENERAL","6","19","25"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Especialidad","ESPECIALIDAD MÉDICA EN CIRUGÍA GENERAL","6","8","14"
"UNIVERSIDAD DE EL SALVADOR","San Miguel-Regional","Público","San Miguel","Especialidad","ESPECIALIDAD MÉDICA EN CIRUGÍA GENERAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Especialidad","ESPECIALIDAD MÉDICA EN GINECOLOGÍA Y OBSTETRICIA","16","3","19"
"UNIVERSIDAD DE EL SALVADOR","San Miguel-Regional","Público","San Miguel","Especialidad","ESPECIALIDAD MÉDICA EN GINECOLOGÍA Y OBSTETRICIA","0","0","0"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","San Salvador - Central","Privado","San Salvador","Especialidad","ESPECIALIDAD MÉDICA EN GINECOLOGÍA Y OBSTETRICIA","6","0","6"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","San Salvador - Central","Privado","San Salvador","Especialidad","ESPECIALIDAD MÉDICA EN MEDICINA DE EMERGENCIAS","5","7","12"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","San Salvador - Central","Privado","San Salvador","Especialidad","ESPECIALIDAD MEDICA EN MEDICINA INTERNA","8","13","21"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Especialidad","ESPECIALIDAD MÉDICA EN MEDICINA INTERNA","10","11","21"
"UNIVERSIDAD DE EL SALVADOR","San Miguel-Regional","Público","San Miguel","Especialidad","ESPECIALIDAD MÉDICA EN MEDICINA INTERNA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Especialidad","ESPECIALIDAD MÉDICA EN MEDICINA LEGAL","9","6","15"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Especialidad","ESPECIALIDAD MEDICA EN MEDICINA LEGAL- SEMIPRESENCIAL","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Especialidad","ESPECIALIDAD MÉDICA EN MEDICINA PEDIÁTRICA","10","9","19"
"UNIVERSIDAD DE EL SALVADOR","San Miguel-Regional","Público","San Miguel","Especialidad","ESPECIALIDAD MÉDICA EN MEDICINA PEDIÁTRICA","0","0","0"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","San Salvador - Central","Privado","San Salvador","Especialidad","ESPECIALIDAD MÉDICA EN PEDIATRÍA","3","2","5"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Especialidad","ESPECIALIDAD MÉDICA EN RADIOLOGÍA E IMÁGENES","1","5","6"
"UNIVERSIDAD DON BOSCO","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA AERONAUTICA","106","418","524"
"UNIVERSIDAD LUTERANA SALVADOREÑA","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA AGROECOLOGICA","61","125","186"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Ingeniería","INGENIERIA AGROINDUSTRIAL","145","103","248"
"UNIVERSIDAD DE EL SALVADOR","San Vicente-Regional","Público","San Vicente","Ingeniería","INGENIERIA AGROINDUSTRIAL","46","81","127"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Ingeniería","INGENIERIA AGROINDUSTRIAL","32","51","83"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Ingeniería","INGENIERIA AGROINDUSTRIAL-SEMIPRESENCIAL","137","122","259"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Ingeniería","INGENIERIA AGRONOMICA","388","293","681"
"UNIVERSIDAD DE EL SALVADOR","San Vicente-Regional","Público","San Vicente","Ingeniería","INGENIERIA AGRONOMICA","46","124","170"
"UNIVERSIDAD DE ORIENTE","San Miguel-Central","Privado","San Miguel","Ingeniería","INGENIERIA AGRONOMICA","42","127","169"
"UNIVERSIDAD MONSEÑOR OSCAR ARNULFO ROMERO","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA AGRONOMICA","101","263","364"
"UNIVERSIDAD TECNICA LATINOAMERICANA","La Libertad - Central","Privado","La Libertad","Ingeniería","INGENIERIA AGRONOMICA","16","27","43"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Santa Ana-Central","Privado","Santa Ana","Ingeniería","INGENIERÍA AGRONÓMICA","137","247","384"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA AGRONOMICA FITOTECNISTA","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA AGRONOMICA ZOOTECNISTA","0","0","0"
"UNIVERSIDAD DON BOSCO","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA BIOMEDICA","118","160","278"
"UNIVERSIDAD ALBERT EINSTEIN","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA CIVIL","10","47","57"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","San Miguel-Central","Privado","San Miguel","Ingeniería","INGENIERIA CIVIL","107","368","475"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","La Libertad - Central","Privado","La Libertad","Ingeniería","INGENIERIA CIVIL","135","246","381"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Ingeniería","INGENIERIA CIVIL","171","408","579"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Ingeniería","INGENIERIA CIVIL","106","299","405"
"UNIVERSIDAD DE EL SALVADOR","San Miguel-Regional","Público","San Miguel","Ingeniería","INGENIERIA CIVIL","90","270","360"
"UNIVERSIDAD DE ORIENTE","San Miguel-Central","Privado","San Miguel","Ingeniería","INGENIERIA CIVIL","58","178","236"
"UNIVERSIDAD TECNICA LATINOAMERICANA","La Libertad - Central","Privado","La Libertad","Ingeniería","INGENIERIA CIVIL","47","141","188"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Santa Ana-Central","Privado","Santa Ana","Ingeniería","INGENIERÍA CIVIL","84","190","274"
"UNIVERSIDAD POLITECNICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA CIVIL- SEMIPRESENCIAL","65","171","236"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","La Libertad - Central","Privado","La Libertad","Ingeniería","INGENIERIA DE ALIMENTOS","56","19","75"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Ingeniería","INGENIERIA DE ALIMENTOS","79","76","155"
"INSTITUTO ESPECIALIZADO ESCUELA SUPERIOR DE ECONOMIA Y NEGOCIOS","La Libertad - Central","Privado","La Libertad","Ingeniería","INGENIERIA DE NEGOCIOS","112","172","284"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Ingeniería","INGENIERIA DE SISTEMAS INFORMATICOS","207","830","1037"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Ingeniería","INGENIERIA DE SISTEMAS INFORMATICOS","84","422","506"
"UNIVERSIDAD DE EL SALVADOR","San Vicente-Regional","Público","San Vicente","Ingeniería","INGENIERIA DE SISTEMAS INFORMATICOS","97","317","414"
"UNIVERSIDAD DE EL SALVADOR","San Miguel-Regional","Público","San Miguel","Ingeniería","INGENIERÍA DE SISTEMAS INFORMÁTICOS","66","252","318"
"UNIVERSIDAD ALBERT EINSTEIN","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA ELECTRICA","0","15","15"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","La Libertad - Central","Privado","La Libertad","Ingeniería","INGENIERIA ELECTRICA","25","199","224"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Ingeniería","INGENIERIA ELECTRICA","49","536","585"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Ingeniería","INGENIERIA ELECTRICA","10","54","64"
"UNIVERSIDAD DE EL SALVADOR","San Miguel-Regional","Público","San Miguel","Ingeniería","INGENIERIA ELECTRICA","6","33","39"
"UNIVERSIDAD DE SONSONATE","San Miguel-Central","Privado","San Miguel","Ingeniería","INGENIERIA ELECTRICA","179","70","249"
"UNIVERSIDAD DON BOSCO","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA ELECTRICA","18","124","142"
"UNIVERSIDAD FRANCISCO GAVIDIA","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA ELECTRICA","0","0","0"
"UNIVERSIDAD TECNICA LATINOAMERICANA","La Libertad - Central","Privado","La Libertad","Ingeniería","INGENIERIA ELECTRICA","14","213","227"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Santa Ana-Central","Privado","Santa Ana","Ingeniería","INGENIERÍA ELÉCTRICA","6","83","89"
"UNIVERSIDAD POLITECNICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA ELECTRICA-SEMIPRESENCIAL","14","238","252"
"UNIVERSIDAD DON BOSCO","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA ELECTRONICA","6","53","59"
"UNIVERSIDAD FRANCISCO GAVIDIA","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA ELECTRONICA","0","0","0"
"UNIVERSIDAD TECNICA LATINOAMERICANA","La Libertad - Central","Privado","La Libertad","Ingeniería","INGENIERIA ELECTRONICA","1","51","52"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","La Libertad - Central","Público","La Libertad","Ingeniería","INGENIERÍA ELECTRÓNICA","15","98","113"
"UNIVERSIDAD FRANCISCO GAVIDIA","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA EN ADMINISTRACION TERRITORIAL","0","0","0"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Ingeniería","INGENIERÍA EN AGROBIOTECNOLOGÍA","18","17","35"
"UNIVERSIDAD DE SONSONATE","San Miguel-Central","Privado","San Miguel","Ingeniería","INGENIERIA EN AGRONEGOCIOS","101","84","185"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Ingeniería","INGENIERIA EN AGRONEGOCIOS","2","0","2"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Ingeniería","INGENIERIA EN ALIMENTOS","82","41","123"
"UNIVERSIDAD DON BOSCO","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA EN AUTOMATIZACION","6","53","59"
"UNIVERSIDAD CRISTIANA DE LAS ASAMBLEAS DE DIOS","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA EN CIENCIAS DE LA COMPUTACION","21","43","64"
"UNIVERSIDAD DON BOSCO","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA EN CIENCIAS DE LA COMPUTACION","139","643","782"
"UNIVERSIDAD FRANCISCO GAVIDIA","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA EN CIENCIAS DE LA COMPUTACION","90","363","453"
"UNIVERSIDAD FRANCISCO GAVIDIA","Santa Ana-Regional ","Privado","Santa Ana","Ingeniería","INGENIERIA EN CIENCIAS DE LA COMPUTACION","1","20","21"
"UNIVERSIDAD DON BOSCO","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN","27","135","162"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN","1","8","9"
"UNIVERSIDAD FRANCISCO GAVIDIA","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN- NO PRESENCIAL","37","153","190"
"UNIVERSIDAD POLITECNICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN- SEMIPRESENCIAL","14","74","88"
"UNIVERSIDAD ALBERT EINSTEIN","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA EN COMPUTACION","4","6","10"
"UNIVERSIDAD FRANCISCO GAVIDIA","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERÍA EN CONTROL ELÉCTRICO","8","108","116"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERÍA EN DESARROLLO DE CONTENIDOS DIGITALES Y ROBÓTICA APLICADA","19","62","81"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","La Libertad - Central","Público","La Libertad","Ingeniería","INGENIERIA EN DESARROLLO DE SOFTWARE","31","203","234"
"UNIVERSIDAD DE ORIENTE","San Miguel-Central","Privado","San Miguel","Ingeniería","INGENIERIA EN DESARROLLO DE SOFTWARE","32","103","135"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Santa Ana-Central","Privado","Santa Ana","Ingeniería","INGENIERÍA EN DESARROLLO DE SOFTWARE","24","122","146"
"UNIVERSIDAD CATOLICA DE EL SALVADOR ","Cabañas-Regional","Privado","Cabañas","Ingeniería","INGENIERÍA EN DESARROLLO DE SOFTWARE","1","17","18"
"UNIVERSIDAD FRANCISCO GAVIDIA","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERÍA EN DESARROLLO DE SOFTWARE","15","87","102"
"UNIVERSIDAD DE ORIENTE","San Miguel-Central","Privado","San Miguel","Ingeniería","INGENIERÍA EN DESARROLLO DE SOFWARE","2","14","16"
"UNIVERSIDAD FRANCISCO GAVIDIA","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA EN DISENO Y DESARROLLO DE VIDEOJUEGOS","14","117","131"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Ingeniería","INGENIERIA EN ELECTRONICA Y COMUNICACIONES","5","45","50"
"UNIVERSIDAD DE ORIENTE","San Miguel-Central","Privado","San Miguel","Ingeniería","INGENIERIA EN ENERGIA Y EFICIENCIA ENERGETICA","5","90","95"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Ingeniería","INGENIERIA EN GESTION AMBIENTAL","38","17","55"
"UNIVERSIDAD FRANCISCO GAVIDIA","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERÍA EN GESTIÓN DE BASES DE DATOS","0","0","0"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERÍA EN GESTIÓN DE BASES DE DATOS","2","22","24"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","La Union-Regional ","Público","La Unión","Ingeniería","INGENIERIA EN LOGISTICA Y ADUANAS","293","197","490"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Ingeniería","INGENIERIA EN LOGISTICA Y DISTRIBUCION","75","64","139"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","San Miguel-Central","Privado","San Miguel","Ingeniería","INGENIERIA EN MANEJO Y GESTION DE BASES DE DATOS","32","30","62"
"UNIVERSIDAD DE SONSONATE","San Miguel-Central","Privado","San Miguel","Ingeniería","INGENIERIA EN SISTEMAS COMPUTACIONALES","87","276","363"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Ingeniería","INGENIERIA EN SISTEMAS COMPUTACIONALES","37","173","210"
"UNIVERSIDAD CATOLICA DE EL SALVADOR ","Cabañas-Regional","Privado","Cabañas","Ingeniería","INGENIERIA EN SISTEMAS INFORMATICOS","30","83","113"
"UNIVERSIDAD DE ORIENTE","San Miguel-Central","Privado","San Miguel","Ingeniería","INGENIERIA EN SISTEMAS INFORMATICOS","5","5","10"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Santa Ana-Central","Privado","Santa Ana","Ingeniería","INGENIERÍA EN SISTEMAS INFORMÁTICOS","61","282","343"
