"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN NUTRICIÓN","I","16","63","79"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN RADIOLOGIA E IMAGENES","I","215","402","617"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Técnico","Técnico","TECNICO EN OPTOMETRIA","I","85","112","197"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Universitario","Ingeniería ","INGENIERÍA EN SISTEMAS Y COMPUTACIÓN","I","34","10","44"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","I","169","225","394"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN COMPUTACION","I","146","35","181"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","I","106","109","215"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN MERCADEO","I","94","159","253"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN RELACIONES PUBLICAS","I","39","123","162"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN TURISMO","I","38","160","198"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Técnico","Técnico","TECNICO EN COMPUTACION","I","47","14","61"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Técnico","Técnico","TECNICO EN CONTABILIDAD","I","6","21","27"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Técnico","Técnico","TECNICO EN DISEÑO GRAFICO","I","44","23","67"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Técnico","Técnico","TECNICO EN MANTENIMIENTO DE COMPUTADORAS","I","1","0","1"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Técnico","Técnico","TECNICO EN MERCADEO","I","23","41","64"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Técnico","Técnico","TECNICO EN REDES INFORMATICAS","I","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Técnico","Técnico","TECNICO EN TURISMO","I","14","25","39"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","I","52","97","149"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN TRABAJO SOCIAL","I","24","192","216"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN ENFERMERÍA","I","162","847","1,009"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Técnico","Tecnológo","TECNÓLOGO EN ENFERMERÍA","I","0","16","16"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN SALVADOR - CENTRAL","Privado","San Salvador ","Técnico","Técnico","TÉCNICO EN ENFERMERÍA","I","58","325","383"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Posgrado","Maestría","MAESTRÍA EN ADMINISTRACIÓN DE SERVICIOS DE SALUD","I","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Posgrado","Maestría","MAESTRÍA EN DOCENCIA UNIVERSITARIA","I","12","22","34"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Universitario","Licenciatura","LICENCIATURA EN LABORATORIO CLÍNICO","I","26","53","79"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Universitario","Licenciatura","LICENCIATURA EN NUTRICIÓN","I","6","30","36"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Universitario","Ingeniería ","INGENIERÍA EN SISTEMAS Y COMPUTACIÓN","I","20","11","31"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Universitario","Licenciatura","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","I","41","86","127"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Universitario","Licenciatura","LICENCIATURA EN COMPUTACION","I","72","15","87"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Universitario","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","I","14","27","41"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Universitario","Licenciatura","LICENCIATURA EN MERCADEO","I","66","119","185"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Universitario","Licenciatura","LICENCIATURA EN TURISMO","I","20","88","108"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Técnico","Técnico","TECNICO EN COMPUTACION","I","19","8","27"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Técnico","Técnico","TECNICO EN MERCADEO","I","11","20","31"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Técnico","Técnico","TECNICO EN TURISMO","I","14","18","32"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Universitario","Licenciatura","LICENCIATURA EN COMUNICACIONES","I","61","91","152"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Universitario","Licenciatura","LICENCIATURA EN ENFERMERÍA","I","80","393","473"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SONSONATE - REGIONAL","Privado","Sonsonate","Técnico","Técnico","TÉCNICO EN ENFERMERÍA","I","36","130","166"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Posgrado","Maestría","MAESTRÍA EN ADMINISTRACIÓN DE SERVICIOS DE SALUD","I","8","21","29"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Posgrado","Maestría","MAESTRÍA EN DOCENCIA UNIVERSITARIA","I","43","64","107"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Universitario","Licenciatura","LICENCIATURA EN LABORATORIO CLINICO","I","167","529","696"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Universitario","Licenciatura","LICENCIATURA EN NUTRICIÓN","I","8","51","59"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Universitario","Ingeniería ","INGENIERÍA EN SISTEMAS Y COMPUTACIÓN","I","30","9","39"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Universitario","Licenciatura","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","I","39","73","112"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Universitario","Licenciatura","LICENCIATURA EN COMPUTACION","I","38","22","60"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Universitario","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","I","20","35","55"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Universitario","Licenciatura","LICENCIATURA EN MERCADEO","I","38","74","112"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Universitario","Licenciatura","LICENCIATURA EN TURISMO","I","26","73","99"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Técnico","Técnico","TECNICO EN COMPUTACION","I","8","4","12"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Técnico","Técnico","TECNICO EN MERCADEO","I","13","22","35"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Técnico","Técnico","TECNICO EN TURISMO","I","1","16","17"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Universitario","Licenciatura","LICENCIATURA EN TRABAJO SOCIAL","I","47","160","207"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Universitario","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","I","23","30","53"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Universitario","Licenciatura","LICENCIATURA EN COMUNICACIONES","I","42","66","108"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Universitario","Licenciatura","LICENCIATURA EN ENFERMERÍA","I","82","406","488"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Técnico","Tecnológo","TECNÓLOGO EN ENFERMERÍA","I","3","31","34"
"UNIVERSIDAD DOCTOR ANDRES BELLO","SAN MIGUEL - REGIONAL","Privado","San Miguel","Técnico","Técnico","TÉCNICO EN ENFERMERÍA","I","24","193","217"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Posgrado","Maestría","MAESTRÍA EN ADMINISTRACIÓN DE SERVICIOS DE SALUD","I","7","7","14"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Posgrado","Maestría","MAESTRÍA EN DOCENCIA UNIVERSITARIA","I","7","14","21"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Universitario","Licenciatura","LICENCIATURA EN LABORATORIO CLÍNICO","I","14","39","53"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Universitario","Licenciatura","LICENCIATURA EN NUTRICION","I","11","110","121"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Universitario","Ingeniería ","INGENIERIA EN SISTEMAS Y COMPUTACION","I","148","37","185"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Universitario","Licenciatura","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","I","127","181","308"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Universitario","Licenciatura","LICENCIATURA EN COMPUTACION","I","51","6","57"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Universitario","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","I","53","80","133"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Universitario","Licenciatura","LICENCIATURA EN MERCADEO","I","37","68","105"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Universitario","Licenciatura","LICENCIATURA EN RELACIONES PUBLICAS","I","31","96","127"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Universitario","Licenciatura","LICENCIATURA EN TURISMO","I","16","39","55"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Técnico","Técnico","TECNICO EN DISEÑO GRAFICO","I","18","15","33"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Técnico","Técnico","TECNICO EN MERCADEO","I","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Técnico","Técnico","TECNICO EN TURISMO","I","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Universitario","Licenciatura","LICENCIATURA EN TRABAJO SOCIAL","I","36","119","155"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Universitario","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","I","74","115","189"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Técnico","Técnico","TECNICO EN IDIOMA INGLES","I","34","49","83"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Universitario","Licenciatura","LICENCIATURA EN ENFERMERÍA","I","33","224","257"
"UNIVERSIDAD DOCTOR ANDRES BELLO","CHALATENANGO - REGIONAL","Privado","Chalatenango","Técnico","Técnico","TÉCNICO EN ENFERMERÍA","I","8","71","79"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Ingeniería ","INGENIERIA AGROINDUSTRIAL","I","122","135","257"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Ingeniería ","INGENIERIA AGROINDUSTRIAL-SEMIPRESENCIAL","I","94","64","158"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Ingeniería ","INGENIERIA AGRONOMICA","I","300","335","635"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN MEDICINA VETERINARIA Y ZOOTECNIA","I","140","357","497"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Maestría","MAESTRIA EN AGRICULTURA SOSTENIBLE","I","7","3","10"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Maestría","MAESTRIA EN GESTION INTEGRAL DEL AGUA","I","2","4","6"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Doctorado posgrado","DOCTORADO EN CIENCIAS ECONOMICAS- SEMIPRESENCIAL","I","14","5","19"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN MERCADEO INTERNACIONAL- NO PRESENCIAL","I","354","655","1,009"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Maestría","MAESTRIA EN ADMINISTRACION FINANCIERA","I","45","35","80"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Maestría","MAESTRIA EN ECONOMIA PARA EL DESARROLLO- SEMIPRESENCIAL","I","2","6","8"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Maestría","MAESTRÍA EN CONSULTORÍA EMPRESARIAL","I","17","17","34"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Maestría","MAESTRÍA EN POLÍTICAS PÚBLICAS","I","8","10","18"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Maestría","MAESTRÍA EN SISTEMAS INTEGRADOS DE GESTIÓN DE CALIDAD","I","37","35","72"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","I","1,080","1,377","2,457"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN CONTADURÍA PÚBLICA","I","1,329","1,344","2,673"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN ECONOMÍA","I","358","397","755"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN MERCADEO INTERNACIONAL","I","740","1,512","2,252"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Doctorado posgrado","DOCTORADO EN MATEMÁTICA","I","1","0","1"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Maestría","MAESTRIA EN GESTION AMBIENTAL","I","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Maestría","MAESTRÍA EN FORMACIÓN DE FORMADORES DE DOCENTES DE EDUCACIÓN BÁSICA","I","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN BIOLOGIA","I","131","200","331"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN CIENCIAS QUIMICAS","I","69","110","179"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN ENSEÑANZA DE LAS CIENCIAS NATURALES","I","95","161","256"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN ESTADISTICA","I","22","19","41"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN FISICA","I","106","71","177"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN GEOFÍSICA","I","122","211","333"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN INFORMATICA EDUCATIVA- A DISTANCIA","I","269","155","424"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN LA ENSENANZA DE LA MATEMATICA- A DISTANCIA","I","126","120","246"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN MATEMATICA","I","113","108","221"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Técnico","Profesorado","Profesorado EN BIOLOGÍA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","I","14","17","31"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Técnico","Profesorado","Profesorado EN FÍSICA PARA TERCER CICLO DE EDUCACIÓN BÁSICA Y EDUCACIÓN MEDIA","I","7","4","11"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Técnico","Profesorado","Profesorado EN MATEMATICA PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","I","73","92","165"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Técnico","Profesorado","Profesorado EN QUIMICA PARA TERCER CICLO DE EDUCACION BASICA Y EDUCACION MEDIA","I","6","9","15"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Doctorado posgrado","DOCTORADO EN CIENCIAS SOCIALES","I","0","1","1"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Maestría","MAESTRIA EN DERECHOS HUMANOS Y EDUCACION PARA LA PAZ","I","17","45","62"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Maestría","MAESTRIA EN METODOS Y TECNICAS DE INVESTIGACION SOCIAL","I","15","23","38"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Maestría","MAESTRÍA EN ESTUDIOS DE CULTURA CENTROAMERICANA, OPCIÓN LITERATURA","I","0","1","1"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Maestría","MAESTRÍA EN FORMACIÓN PARA LA DOCENCIA UNIVERSITARIA","I","29","52","81"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Posgrado","Maestría","MAESTRÍA EN TRADUCCIÓN INGLÉS ESPAÑOL - ESPAÑOL INGLÉS","I","1","6","7"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN ANTROPOLOGIA SOCIOCULTURAL","I","58","94","152"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN ARTES PLÁSTICAS, OPCIÓN CERÁMICA","I","13","25","38"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN ARTES PLÁSTICAS, OPCIÓN DISEÑO GRÁFICO","I","191","249","440"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN ARTES PLÁSTICAS, OPCIÓN ESCULTURA","I","18","14","32"
"UNIVERSIDAD DE EL SALVADOR","SAN SALVADOR - CENTRAL","Público","San Salvador ","Universitario","Licenciatura","LICENCIATURA EN ARTES PLÁSTICAS, OPCIÓN PINTURA","I","38","44","82"
